Cell,Louvain_Stage,Annotation_Stage
cell_56798,2,
cell_56799,3,
cell_56800,8,
cell_56801,5,
cell_56802,12,
cell_56803,9,
cell_56804,0,
cell_56805,6,
cell_56806,6,
cell_56807,10,
cell_56808,4,
cell_56809,2,
cell_56810,4,
cell_56811,2,
cell_56812,2,
cell_56813,3,
cell_56814,15,
cell_56815,5,
cell_56816,5,
cell_56817,6,
cell_56818,4,
cell_56819,2,
cell_56821,7,
cell_56822,0,
cell_56823,11,
cell_56824,8,
cell_56825,7,
cell_56826,3,
cell_56827,9,
cell_56828,1,
cell_56829,10,
cell_56830,0,
cell_56831,0,
cell_56832,3,
cell_56833,5,
cell_56834,2,
cell_56835,5,
cell_56836,10,
cell_56837,10,
cell_56838,2,
cell_56839,8,
cell_56840,9,
cell_56841,3,
cell_56842,3,
cell_56843,5,
cell_56844,3,
cell_56845,5,
cell_56846,4,
cell_56847,0,
cell_56848,10,
cell_56849,11,
cell_56850,2,
cell_56852,6,
cell_56854,0,
cell_56855,1,
cell_56856,11,
cell_56857,1,
cell_56858,11,
cell_56859,0,
cell_56860,14,
cell_56861,2,
cell_56862,11,
cell_56863,3,
cell_56864,1,
cell_56865,8,
cell_56866,1,
cell_56867,5,
cell_56868,7,
cell_56869,0,
cell_56870,1,
cell_56871,16,
cell_56872,6,
cell_56873,4,
cell_56874,0,
cell_56875,10,
cell_56877,12,
cell_56878,0,
cell_56879,0,
cell_56880,2,
cell_56881,0,
cell_56882,0,
cell_56883,9,
cell_56884,6,
cell_56885,12,
cell_56886,5,
cell_56887,13,
cell_56888,0,
cell_56889,5,
cell_56890,7,
cell_56891,13,
cell_56892,9,
cell_56893,3,
cell_56894,1,
cell_56895,0,
cell_56896,0,
cell_56898,7,
cell_56900,2,
cell_56901,5,
cell_56902,13,
cell_56904,1,
cell_56905,2,
cell_56906,13,
cell_56907,1,
cell_56908,3,
cell_56909,1,
cell_56910,0,
cell_56911,1,
cell_56912,11,
cell_56913,0,
cell_56914,7,
cell_56915,1,
cell_56916,10,
cell_56917,2,
cell_56918,3,
cell_56919,9,
cell_56920,1,
cell_56921,9,
cell_56922,8,
cell_56923,1,
cell_56924,6,
cell_56925,0,
cell_56926,1,
cell_56927,2,
cell_56928,6,
cell_56929,6,
cell_56930,13,
cell_56931,2,
cell_56933,2,
cell_56934,0,
cell_56935,6,
cell_56936,0,
cell_56937,4,
cell_56938,11,
cell_56939,0,
cell_56940,2,
cell_56941,1,
cell_56943,1,
cell_56944,2,
cell_56945,4,
cell_56946,0,
cell_56947,9,
cell_56948,4,
cell_56949,17,
cell_56950,7,
cell_56951,8,
cell_56952,10,
cell_56953,6,
cell_56955,4,
cell_56956,3,
cell_56957,0,
cell_56958,4,
cell_56959,9,
cell_56960,2,
cell_56961,2,
cell_56962,1,
cell_56963,16,
cell_56965,9,
cell_56966,2,
cell_56967,2,
cell_56968,5,
cell_56969,3,
cell_56970,10,
cell_56971,10,
cell_56972,5,
cell_56973,4,
cell_56974,3,
cell_56975,8,
cell_56976,3,
cell_56977,12,
cell_56978,4,
cell_56979,3,
cell_56980,0,
cell_56981,4,
cell_56982,8,
cell_56983,2,
cell_56984,10,
cell_56985,1,
cell_56986,5,
cell_56987,1,
cell_56988,14,
cell_56989,0,
cell_56990,12,
cell_56991,0,
cell_56993,3,
cell_56994,0,
cell_56995,2,
cell_56996,4,
cell_56997,2,
cell_56998,1,
cell_56999,16,
cell_57000,8,
cell_57001,12,
cell_57003,2,
cell_57004,15,
cell_57005,5,
cell_57006,3,
cell_57007,0,
cell_57008,15,
cell_57009,7,
cell_57010,9,
cell_57011,13,
cell_57012,7,
cell_57013,1,
cell_57014,2,
cell_57015,16,
cell_57016,0,
cell_57017,7,
cell_57018,3,
cell_57019,3,
cell_57020,1,
cell_57021,12,
cell_57022,10,
cell_57023,3,
cell_57024,3,
cell_57025,6,
cell_57026,0,
cell_57027,13,
cell_57028,1,
cell_57029,2,
cell_57030,1,
cell_57031,3,
cell_57033,3,
cell_57034,9,
cell_57035,4,
cell_57037,12,
cell_57038,9,
cell_57039,3,
cell_57040,11,
cell_57041,13,
cell_57042,3,
cell_57043,7,
cell_57044,3,
cell_57045,3,
cell_57046,6,
cell_57047,3,
cell_57048,8,
cell_57049,7,
cell_57050,9,
cell_57051,7,
cell_57052,10,
cell_57054,11,
cell_57055,2,
cell_57056,3,
cell_57057,8,
cell_57058,11,
cell_57059,4,
cell_57060,3,
cell_57061,5,
cell_57062,10,
cell_57063,4,
cell_57065,4,
cell_57066,1,
cell_57067,6,
cell_57068,1,
cell_57069,1,
cell_57070,2,
cell_57071,6,
cell_57072,0,
cell_57073,4,
cell_57074,4,
cell_57075,4,
cell_57076,11,
cell_57077,1,
cell_57078,4,
cell_57079,5,
cell_57080,1,
cell_57081,7,
cell_57082,8,
cell_57083,6,
cell_57084,15,
cell_57085,1,
cell_57087,4,
cell_57088,0,
cell_57089,4,
cell_57090,4,
cell_57091,6,
cell_57092,6,
cell_57093,13,
cell_57094,10,
cell_57095,0,
cell_57097,6,
cell_57098,4,
cell_57099,1,
cell_57100,0,
cell_57101,0,
cell_57102,6,
cell_57103,1,
cell_57104,1,
cell_57106,1,
cell_57107,0,
cell_57108,8,
cell_57109,0,
cell_57110,4,
cell_57111,0,
cell_57112,14,
cell_57113,8,
cell_57114,3,
cell_57115,8,
cell_57117,1,
cell_57118,3,
cell_57119,0,
cell_57120,0,
cell_57121,2,
cell_57122,16,
cell_57123,0,
cell_57124,11,
cell_57125,8,
cell_57126,11,
cell_57127,2,
cell_57128,5,
cell_57129,1,
cell_57130,5,
cell_57131,1,
cell_57132,10,
cell_57133,5,
cell_57134,8,
cell_57135,2,
cell_57136,10,
cell_57137,4,
cell_57138,10,
cell_57139,5,
cell_57140,0,
cell_57141,6,
cell_57143,1,
cell_57144,4,
cell_57145,5,
cell_57146,10,
cell_57147,0,
cell_57148,1,
cell_57149,14,
cell_57150,3,
cell_57151,1,
cell_57152,10,
cell_57153,3,
cell_57154,0,
cell_57155,0,
cell_57156,1,
cell_57157,1,
cell_57158,14,
cell_57159,4,
cell_57160,3,
cell_57161,8,
cell_57162,10,
cell_57163,2,
cell_57164,6,
cell_57165,17,
cell_57166,9,
cell_57167,7,
cell_57168,4,
cell_57169,16,
cell_57170,0,
cell_57171,5,
cell_57172,3,
cell_57173,2,
cell_57174,6,
cell_57175,12,
cell_57176,2,
cell_57177,6,
cell_57178,4,
cell_57179,0,
cell_57180,13,
cell_57181,2,
cell_57182,4,
cell_57183,9,
cell_57185,5,
cell_57186,12,
cell_57187,4,
cell_57188,11,
cell_57189,0,
cell_57191,0,
cell_57192,6,
cell_57193,12,
cell_57195,4,
cell_57196,0,
cell_57197,0,
cell_57198,3,
cell_57199,1,
cell_57200,5,
cell_57201,1,
cell_57202,12,
cell_57204,4,
cell_57205,11,
cell_57206,8,
cell_57207,3,
cell_57208,7,
cell_57209,12,
cell_57210,1,
cell_57211,0,
cell_57212,7,
cell_57213,4,
cell_57214,5,
cell_57215,0,
cell_57216,5,
cell_57217,6,
cell_57218,1,
cell_57219,3,
cell_57220,3,
cell_57221,7,
cell_57222,2,
cell_57223,3,
cell_57224,1,
cell_57225,7,
cell_57226,1,
cell_57227,7,
cell_57228,0,
cell_57229,8,
cell_57230,10,
cell_57231,3,
cell_57232,6,
cell_57233,0,
cell_57234,0,
cell_57235,10,
cell_57236,9,
cell_57237,2,
cell_57238,9,
cell_57239,12,
cell_57240,8,
cell_57241,10,
cell_57242,3,
cell_57243,4,
cell_57245,5,
cell_57247,3,
cell_57248,5,
cell_57249,0,
cell_57250,7,
cell_57251,7,
cell_57252,1,
cell_57253,3,
cell_57254,1,
cell_57255,1,
cell_57256,6,
cell_57257,1,
cell_57258,11,
cell_57259,1,
cell_57260,10,
cell_57261,6,
cell_57262,1,
cell_57263,2,
cell_57264,3,
cell_57265,2,
cell_57267,2,
cell_57268,7,
cell_57269,8,
cell_57270,12,
cell_57271,10,
cell_57272,6,
cell_57273,3,
cell_57274,1,
cell_57275,4,
cell_57276,7,
cell_57277,4,
cell_57278,10,
cell_57279,0,
cell_57280,10,
cell_57281,13,
cell_57282,7,
cell_57283,0,
cell_57285,4,
cell_57286,1,
cell_57287,1,
cell_57288,3,
cell_57289,0,
cell_57290,0,
cell_57291,8,
cell_57292,11,
cell_57293,9,
cell_57295,5,
cell_57296,1,
cell_57297,8,
cell_57298,8,
cell_57299,4,
cell_57300,0,
cell_57302,1,
cell_57303,4,
cell_57304,8,
cell_57305,10,
cell_57306,7,
cell_57307,9,
cell_57308,2,
cell_57309,0,
cell_57310,2,
cell_57311,13,
cell_57312,0,
cell_57313,5,
cell_57314,0,
cell_57315,3,
cell_57316,4,
cell_57317,9,
cell_57318,9,
cell_57319,5,
cell_57320,7,
cell_57321,2,
cell_57322,1,
cell_57323,10,
cell_57324,5,
cell_57325,5,
cell_57326,10,
cell_57327,8,
cell_57328,5,
cell_57329,0,
cell_57331,12,
cell_57332,1,
cell_57333,9,
cell_57334,1,
cell_57335,1,
cell_57336,1,
cell_57337,0,
cell_57338,9,
cell_57341,3,
cell_57343,5,
cell_57345,3,
cell_57346,5,
cell_57347,0,
cell_57348,1,
cell_57349,11,
cell_57350,7,
cell_57351,6,
cell_57352,3,
cell_57353,7,
cell_57354,2,
cell_57355,3,
cell_57357,4,
cell_57358,0,
cell_57359,1,
cell_57360,3,
cell_57361,7,
cell_57362,8,
cell_57363,7,
cell_57364,10,
cell_57365,0,
cell_57366,1,
cell_57367,8,
cell_57368,4,
cell_57369,16,
cell_57370,0,
cell_57371,0,
cell_57372,2,
cell_57373,13,
cell_57374,1,
cell_57375,9,
cell_57376,6,
cell_57377,3,
cell_57378,9,
cell_57379,2,
cell_57380,0,
cell_57381,9,
cell_57382,3,
cell_57383,1,
cell_57384,3,
cell_57385,4,
cell_57386,0,
cell_57387,5,
cell_57388,3,
cell_57389,10,
cell_57390,1,
cell_57391,9,
cell_57392,9,
cell_57393,1,
cell_57394,1,
cell_57395,5,
cell_57396,1,
cell_57397,2,
cell_57398,0,
cell_57399,3,
cell_57400,6,
cell_57401,4,
cell_57402,10,
cell_57403,3,
cell_57404,13,
cell_57405,0,
cell_57406,0,
cell_57407,3,
cell_57408,14,
cell_57409,3,
cell_57410,1,
cell_57411,2,
cell_57412,7,
cell_57413,1,
cell_57414,12,
cell_57415,3,
cell_57416,2,
cell_57417,5,
cell_57418,8,
cell_57419,0,
cell_57420,5,
cell_57421,5,
cell_57422,0,
cell_57423,9,
cell_57426,6,
cell_57427,0,
cell_57428,3,
cell_57429,6,
cell_57430,1,
cell_57431,0,
cell_57432,5,
cell_57433,3,
cell_57434,1,
cell_57435,0,
cell_57436,2,
cell_57437,5,
cell_57438,2,
cell_57439,5,
cell_57440,6,
cell_57441,0,
cell_57442,3,
cell_57443,8,
cell_57444,1,
cell_57445,6,
cell_57446,7,
cell_57447,14,
cell_57448,3,
cell_57449,4,
cell_57450,2,
cell_57451,13,
cell_57452,10,
cell_57453,6,
cell_57454,11,
cell_57455,7,
cell_57456,5,
cell_57457,11,
cell_57458,2,
cell_57459,5,
cell_57460,3,
cell_57461,10,
cell_57462,3,
cell_57463,0,
cell_57464,1,
cell_57466,2,
cell_57467,5,
cell_57468,5,
cell_57469,9,
cell_57470,3,
cell_57471,7,
cell_57472,16,
cell_57473,0,
cell_57474,2,
cell_57475,3,
cell_57476,9,
cell_57477,3,
cell_57478,8,
cell_57479,2,
cell_57480,6,
cell_57481,4,
cell_57482,8,
cell_57483,14,
cell_57484,4,
cell_57485,3,
cell_57486,9,
cell_57487,8,
cell_57488,0,
cell_57489,15,
cell_57490,1,
cell_57491,5,
cell_57492,11,
cell_57493,3,
cell_57494,1,
cell_57495,0,
cell_57496,6,
cell_57497,1,
cell_57498,13,
cell_57499,2,
cell_57500,4,
cell_57501,3,
cell_57502,6,
cell_57503,17,
cell_57504,6,
cell_57505,8,
cell_57506,1,
cell_57507,5,
cell_57508,0,
cell_57509,17,
cell_57511,0,
cell_57512,9,
cell_57513,1,
cell_57514,0,
cell_57515,2,
cell_57516,0,
cell_57517,1,
cell_57518,0,
cell_57519,0,
cell_57520,1,
cell_57521,7,
cell_57522,2,
cell_57523,0,
cell_57524,1,
cell_57525,6,
cell_57526,11,
cell_57527,4,
cell_57528,0,
cell_57529,2,
cell_57530,4,
cell_57531,10,
cell_57532,5,
cell_57533,4,
cell_57534,12,
cell_57535,0,
cell_57536,4,
cell_57537,7,
cell_57538,0,
cell_57539,5,
cell_57541,7,
cell_57542,12,
cell_57543,6,
cell_57544,1,
cell_57545,15,
cell_57546,11,
cell_57547,7,
cell_57548,4,
cell_57549,1,
cell_57550,2,
cell_57551,4,
cell_57552,7,
cell_57553,0,
cell_57554,5,
cell_57555,1,
cell_57557,6,
cell_57558,3,
cell_57559,2,
cell_57561,10,
cell_57562,1,
cell_57563,1,
cell_57564,11,
cell_57565,8,
cell_57566,1,
cell_57569,9,
cell_57570,3,
cell_57571,1,
cell_57572,13,
cell_57573,8,
cell_57574,5,
cell_57575,1,
cell_57576,0,
cell_57577,11,
cell_57578,8,
cell_57579,0,
cell_57580,7,
cell_57581,0,
cell_57582,0,
cell_57583,9,
cell_57584,3,
cell_57585,0,
cell_57586,8,
cell_57587,3,
cell_57588,5,
cell_57590,15,
cell_57591,8,
cell_57592,3,
cell_57593,0,
cell_57594,9,
cell_57595,2,
cell_57596,2,
cell_57597,1,
cell_57598,3,
cell_57599,5,
cell_57600,3,
cell_57601,4,
cell_57602,10,
cell_57603,4,
cell_57604,2,
cell_57605,1,
cell_57606,3,
cell_57607,0,
cell_57608,1,
cell_57610,2,
cell_57611,3,
cell_57612,6,
cell_57613,9,
cell_57614,10,
cell_57615,6,
cell_57616,4,
cell_57617,3,
cell_57618,5,
cell_57619,0,
cell_57620,2,
cell_57621,8,
cell_57622,2,
cell_57623,1,
cell_57624,6,
cell_57625,17,
cell_57626,7,
cell_57628,12,
cell_57629,9,
cell_57630,16,
cell_57631,1,
cell_57632,3,
cell_57633,6,
cell_57634,9,
cell_57635,8,
cell_57636,5,
cell_57637,7,
cell_57638,0,
cell_57639,2,
cell_57640,2,
cell_57641,8,
cell_57642,9,
cell_57643,7,
cell_57644,8,
cell_57645,0,
cell_57646,11,
cell_57648,4,
cell_57649,16,
cell_57650,11,
cell_57651,7,
cell_57652,5,
cell_57653,2,
cell_57654,10,
cell_57655,0,
cell_57656,11,
cell_57657,3,
cell_57658,1,
cell_57659,6,
cell_57660,1,
cell_57661,6,
cell_57662,12,
cell_57663,11,
cell_57665,5,
cell_57666,17,
cell_57667,8,
cell_57668,3,
cell_57669,5,
cell_57670,7,
cell_57671,3,
cell_57672,6,
cell_57673,5,
cell_57674,0,
cell_57675,0,
cell_57676,9,
cell_57677,8,
cell_57678,11,
cell_57679,0,
cell_57680,0,
cell_57681,2,
cell_57682,0,
cell_57683,10,
cell_57684,13,
cell_57685,0,
cell_57686,10,
cell_57687,0,
cell_57688,5,
cell_57689,16,
cell_57690,8,
cell_57691,4,
cell_57692,1,
cell_57693,5,
cell_57694,15,
cell_57695,11,
cell_57696,9,
cell_57697,2,
cell_57698,2,
cell_57699,0,
cell_57700,3,
cell_57701,9,
cell_57702,7,
cell_57703,3,
cell_57704,3,
cell_57705,1,
cell_57706,0,
cell_57707,10,
cell_57708,11,
cell_57709,9,
cell_57710,1,
cell_57711,1,
cell_57712,2,
cell_57713,3,
cell_57714,4,
cell_57715,3,
cell_57716,7,
cell_57717,12,
cell_57718,0,
cell_57719,13,
cell_57720,3,
cell_57721,4,
cell_57722,7,
cell_57723,2,
cell_57724,10,
cell_57725,0,
cell_57726,8,
cell_57727,6,
cell_57728,3,
cell_57729,0,
cell_57730,4,
cell_57731,3,
cell_57732,1,
cell_57733,0,
cell_57734,1,
cell_57735,0,
cell_57736,9,
cell_57737,3,
cell_57738,3,
cell_57739,0,
cell_57740,3,
cell_57741,3,
cell_57742,1,
cell_57743,0,
cell_57744,1,
cell_57745,1,
cell_57746,0,
cell_57747,2,
cell_57748,4,
cell_57749,3,
cell_57750,5,
cell_57751,3,
cell_57752,11,
cell_57753,4,
cell_57754,7,
cell_57755,3,
cell_57756,3,
cell_57757,4,
cell_57758,2,
cell_57759,4,
cell_57760,3,
cell_57761,10,
cell_57762,4,
cell_57763,2,
cell_57764,3,
cell_57765,8,
cell_57766,2,
cell_57767,1,
cell_57768,2,
cell_57769,0,
cell_57770,11,
cell_57771,6,
cell_57772,4,
cell_57773,7,
cell_57775,4,
cell_57776,6,
cell_57777,2,
cell_57778,2,
cell_57779,1,
cell_57780,1,
cell_57782,12,
cell_57783,8,
cell_57784,1,
cell_57785,3,
cell_57786,7,
cell_57787,2,
cell_57788,7,
cell_57789,0,
cell_57790,11,
cell_57791,8,
cell_57792,0,
cell_57793,10,
cell_57794,0,
cell_57795,1,
cell_57796,5,
cell_57797,0,
cell_57798,3,
cell_57799,11,
cell_57800,17,
cell_57801,2,
cell_57802,0,
cell_57803,2,
cell_57805,12,
cell_57806,2,
cell_57807,6,
cell_57808,3,
cell_57809,0,
cell_57810,12,
cell_57811,8,
cell_57812,4,
cell_57813,0,
cell_57814,2,
cell_57815,3,
cell_57818,7,
cell_57819,3,
cell_57820,6,
cell_57821,0,
cell_57822,0,
cell_57823,6,
cell_57824,10,
cell_57826,0,
cell_57827,10,
cell_57828,1,
cell_57829,4,
cell_57830,0,
cell_57831,1,
cell_57832,0,
cell_57833,2,
cell_57834,0,
cell_57835,0,
cell_57836,2,
cell_57837,1,
cell_57838,10,
cell_57839,2,
cell_57840,2,
cell_57842,9,
cell_57843,3,
cell_57844,1,
cell_57845,10,
cell_57846,2,
cell_57847,0,
cell_57848,5,
cell_57849,5,
cell_57850,4,
cell_57851,2,
cell_57852,10,
cell_57853,13,
cell_57854,2,
cell_57855,0,
cell_57856,4,
cell_57857,5,
cell_57858,0,
cell_57859,3,
cell_57860,8,
cell_57861,1,
cell_57862,3,
cell_57863,2,
cell_57864,3,
cell_57865,5,
cell_57866,3,
cell_57867,8,
cell_57868,8,
cell_57869,10,
cell_57870,10,
cell_57871,8,
cell_57872,1,
cell_57873,2,
cell_57874,10,
cell_57875,9,
cell_57876,9,
cell_57877,5,
cell_57878,6,
cell_57879,0,
cell_57880,6,
cell_57881,4,
cell_57882,10,
cell_57884,1,
cell_57885,8,
cell_57886,10,
cell_57887,2,
cell_57888,5,
cell_57889,10,
cell_57890,4,
cell_57891,11,
cell_57892,4,
cell_57893,11,
cell_57894,0,
cell_57895,4,
cell_57896,1,
cell_57897,7,
cell_57898,5,
cell_57899,7,
cell_57900,0,
cell_57901,1,
cell_57902,14,
cell_57903,5,
cell_57904,1,
cell_57905,6,
cell_57906,0,
cell_57907,1,
cell_57908,7,
cell_57909,2,
cell_57910,7,
cell_57912,0,
cell_57913,4,
cell_57914,6,
cell_57915,1,
cell_57916,7,
cell_57917,6,
cell_57918,12,
cell_57919,5,
cell_57920,6,
cell_57921,7,
cell_57922,4,
cell_57923,10,
cell_57924,0,
cell_57925,10,
cell_57927,1,
cell_57928,4,
cell_57929,2,
cell_57930,6,
cell_57931,2,
cell_57933,2,
cell_57934,0,
cell_57935,4,
cell_57936,3,
cell_57937,7,
cell_57938,4,
cell_57939,0,
cell_57940,0,
cell_57941,2,
cell_57942,7,
cell_57943,3,
cell_57944,2,
cell_57945,2,
cell_57946,4,
cell_57947,1,
cell_57948,7,
cell_57949,2,
cell_57950,2,
cell_57951,1,
cell_57952,8,
cell_57953,1,
cell_57954,2,
cell_57956,3,
cell_57957,2,
cell_57959,1,
cell_57960,11,
cell_57961,0,
cell_57962,1,
cell_57963,7,
cell_57964,11,
cell_57965,1,
cell_57966,1,
cell_57967,4,
cell_57968,2,
cell_57969,3,
cell_57970,2,
cell_57971,2,
cell_57972,0,
cell_57973,16,
cell_57974,0,
cell_57975,3,
cell_57976,1,
cell_57977,9,
cell_57978,0,
cell_57979,6,
cell_57980,11,
cell_57981,13,
cell_57983,12,
cell_57984,1,
cell_57985,1,
cell_57986,6,
cell_57987,8,
cell_57988,8,
cell_57989,3,
cell_57991,8,
cell_57992,10,
cell_57993,2,
cell_57994,2,
cell_57995,4,
cell_57996,1,
cell_57997,11,
cell_57999,1,
cell_58000,1,
cell_58001,10,
cell_58002,0,
cell_58003,2,
cell_58004,10,
cell_58005,3,
cell_58006,7,
cell_58007,2,
cell_58008,8,
cell_58009,0,
cell_58010,10,
cell_58011,3,
cell_58012,4,
cell_58013,11,
cell_58014,7,
cell_58015,5,
cell_58016,8,
cell_58017,0,
cell_58018,8,
cell_58019,3,
cell_58020,1,
cell_58021,13,
cell_58022,7,
cell_58023,5,
cell_58024,2,
cell_58025,10,
cell_58026,1,
cell_58027,0,
cell_58028,2,
cell_58029,12,
cell_58030,0,
cell_58031,9,
cell_58032,2,
cell_58033,2,
cell_58034,3,
cell_58035,2,
cell_58036,13,
cell_58037,2,
cell_58038,1,
cell_58039,13,
cell_58040,6,
cell_58041,3,
cell_58042,6,
cell_58043,7,
cell_58044,4,
cell_58045,4,
cell_58046,5,
cell_58047,10,
cell_58048,11,
cell_58049,8,
cell_58050,2,
cell_58051,3,
cell_58052,3,
cell_58053,5,
cell_58054,2,
cell_58055,0,
cell_58056,0,
cell_58058,2,
cell_58059,2,
cell_58060,5,
cell_58061,5,
cell_58062,4,
cell_58064,11,
cell_58065,2,
cell_58066,14,
cell_58067,12,
cell_58068,2,
cell_58069,2,
cell_58070,13,
cell_58071,5,
cell_58072,0,
cell_58073,1,
cell_58074,4,
cell_58075,3,
cell_58076,5,
cell_58077,0,
cell_58078,10,
cell_58079,1,
cell_58080,2,
cell_58081,1,
cell_58082,0,
cell_58083,2,
cell_58084,11,
cell_58085,13,
cell_58086,5,
cell_58087,1,
cell_58088,9,
cell_58089,10,
cell_58090,4,
cell_58091,7,
cell_58092,1,
cell_58093,6,
cell_58094,5,
cell_58095,6,
cell_58096,2,
cell_58097,2,
cell_58098,10,
cell_58099,0,
cell_58100,1,
cell_58101,3,
cell_58103,0,
cell_58104,5,
cell_58105,2,
cell_58106,2,
cell_58107,5,
cell_58109,4,
cell_58110,3,
cell_58111,3,
cell_58112,8,
cell_58113,5,
cell_58114,9,
cell_58115,9,
cell_58116,6,
cell_58118,0,
cell_58119,0,
cell_58120,2,
cell_58121,3,
cell_58122,15,
cell_58123,8,
cell_58124,3,
cell_58125,11,
cell_58126,8,
cell_58127,10,
cell_58128,11,
cell_58129,9,
cell_58130,6,
cell_58131,5,
cell_58132,0,
cell_58134,1,
cell_58135,4,
cell_58136,1,
cell_58137,1,
cell_58138,1,
cell_58139,5,
cell_58140,6,
cell_58141,0,
cell_58142,4,
cell_58143,4,
cell_58144,6,
cell_58145,7,
cell_58146,7,
cell_58147,10,
cell_58150,1,
cell_58151,1,
cell_58152,3,
cell_58153,0,
cell_58154,2,
cell_58156,6,
cell_58157,8,
cell_58158,1,
cell_58159,2,
cell_58160,4,
cell_58162,0,
cell_58163,3,
cell_58164,8,
cell_58165,3,
cell_58166,1,
cell_58167,2,
cell_58168,8,
cell_58169,8,
cell_58170,10,
cell_58171,5,
cell_58172,8,
cell_58173,8,
cell_58174,5,
cell_58175,3,
cell_58176,3,
cell_58177,12,
cell_58178,1,
cell_58179,1,
cell_58180,1,
cell_58181,5,
cell_58182,2,
cell_58183,0,
cell_58184,14,
cell_58185,7,
cell_58186,2,
cell_58187,3,
cell_58188,1,
cell_58189,2,
cell_58190,3,
cell_58191,2,
cell_58192,3,
cell_58193,5,
cell_58194,0,
cell_58195,1,
cell_58196,11,
cell_58197,2,
cell_58198,1,
cell_58199,11,
cell_58200,3,
cell_58201,4,
cell_58202,6,
cell_58203,11,
cell_58204,9,
cell_58206,10,
cell_58207,8,
cell_58208,2,
cell_58209,9,
cell_58210,2,
cell_58211,7,
cell_58212,0,
cell_58213,8,
cell_58214,9,
cell_58215,7,
cell_58216,7,
cell_58217,2,
cell_58218,0,
cell_58219,4,
cell_58220,3,
cell_58221,6,
cell_58222,1,
cell_58223,10,
cell_58224,15,
cell_58225,10,
cell_58226,10,
cell_58227,1,
cell_58228,2,
cell_58229,4,
cell_58230,13,
cell_58231,3,
cell_58232,1,
cell_58233,3,
cell_58234,1,
cell_58235,9,
cell_58236,1,
cell_58237,0,
cell_58238,7,
cell_58239,10,
cell_58240,7,
cell_58241,3,
cell_58242,0,
cell_58243,7,
cell_58245,1,
cell_58246,10,
cell_58247,16,
cell_58248,2,
cell_58249,6,
cell_58250,4,
cell_58251,5,
cell_58252,1,
cell_58253,0,
cell_58254,3,
cell_58255,12,
cell_58256,11,
cell_58257,5,
cell_58258,0,
cell_58259,3,
cell_58260,11,
cell_58261,6,
cell_58263,1,
cell_58264,3,
cell_58265,11,
cell_58266,4,
cell_58267,3,
cell_58268,7,
cell_58269,3,
cell_58270,2,
cell_58271,13,
cell_58272,7,
cell_58273,11,
cell_58274,6,
cell_58275,6,
cell_58276,4,
cell_58277,2,
cell_58279,1,
cell_58280,8,
cell_58281,1,
cell_58282,2,
cell_58283,10,
cell_58285,1,
cell_58286,8,
cell_58287,5,
cell_58288,7,
cell_58289,6,
cell_58290,1,
cell_58291,5,
cell_58292,6,
cell_58293,2,
cell_58294,0,
cell_58295,3,
cell_58296,5,
cell_58297,1,
cell_58298,4,
cell_58299,5,
cell_58300,8,
cell_58301,2,
cell_58303,11,
cell_58304,10,
cell_58305,0,
cell_58306,1,
cell_58307,0,
cell_58308,3,
cell_58309,3,
cell_58310,1,
cell_58311,0,
cell_58312,0,
cell_58313,4,
cell_58314,11,
cell_58315,4,
cell_58316,13,
cell_58317,2,
cell_58318,1,
cell_58319,6,
cell_58320,4,
cell_58321,0,
cell_58322,1,
cell_58323,4,
cell_58324,6,
cell_58325,2,
cell_58327,4,
cell_58328,4,
cell_58329,2,
cell_58330,11,
cell_58331,9,
cell_58332,7,
cell_58333,0,
cell_58334,0,
cell_58335,3,
cell_58336,2,
cell_58337,0,
cell_58338,11,
cell_58339,2,
cell_58340,10,
cell_58341,10,
cell_58342,4,
cell_58343,2,
cell_58344,1,
cell_58345,10,
cell_58346,1,
cell_58347,2,
cell_58348,8,
cell_58349,6,
cell_58350,4,
cell_58351,4,
cell_58352,0,
cell_58353,4,
cell_58354,0,
cell_58355,5,
cell_58356,2,
cell_58357,2,
cell_58358,2,
cell_58359,9,
cell_58360,11,
cell_58361,10,
cell_58362,3,
cell_58363,3,
cell_58364,0,
cell_58365,6,
cell_58366,2,
cell_58367,4,
cell_58368,7,
cell_58369,9,
cell_58370,3,
cell_58371,0,
cell_58373,0,
cell_58374,0,
cell_58375,7,
cell_58376,10,
cell_58377,1,
cell_58378,0,
cell_58379,14,
cell_58380,2,
cell_58381,2,
cell_58382,7,
cell_58383,8,
cell_58384,7,
cell_58385,10,
cell_58386,16,
cell_58387,1,
cell_58388,0,
cell_58389,9,
cell_58390,1,
cell_58391,1,
cell_58392,8,
cell_58393,8,
cell_58394,14,
cell_58395,7,
cell_58396,6,
cell_58397,0,
cell_58398,6,
cell_58399,9,
cell_58400,7,
cell_58401,2,
cell_58402,3,
cell_58403,3,
cell_58404,6,
cell_58405,14,
cell_58406,3,
cell_58407,13,
cell_58408,7,
cell_58409,1,
cell_58410,4,
cell_58412,2,
cell_58413,1,
cell_58414,10,
cell_58416,0,
cell_58417,4,
cell_58418,0,
cell_58419,3,
cell_58420,4,
cell_58421,5,
cell_58422,1,
cell_58423,17,
cell_58424,5,
cell_58426,6,
cell_58427,6,
cell_58428,3,
cell_58429,5,
cell_58430,12,
cell_58431,12,
cell_58432,6,
cell_58433,0,
cell_58434,0,
cell_58436,1,
cell_58437,1,
cell_58438,0,
cell_58439,1,
cell_58440,11,
