,Stage,Sample,Louvain,DPC
52660,mixed_gastrulation,21,0,6
52662,mixed_gastrulation,21,5,7
52663,mixed_gastrulation,21,3,2
52665,mixed_gastrulation,21,10,2
52667,mixed_gastrulation,21,2,2
52668,mixed_gastrulation,21,9,5
52669,mixed_gastrulation,21,11,1
52670,mixed_gastrulation,21,5,7
52671,mixed_gastrulation,21,4,7
52672,mixed_gastrulation,21,8,8
52674,mixed_gastrulation,21,1,5
52675,mixed_gastrulation,21,2,2
52676,mixed_gastrulation,21,4,7
52678,mixed_gastrulation,21,2,2
52681,mixed_gastrulation,21,0,6
52682,mixed_gastrulation,21,1,2
52683,mixed_gastrulation,21,8,8
52684,mixed_gastrulation,21,1,5
52685,mixed_gastrulation,21,12,6
52686,mixed_gastrulation,21,3,2
52687,mixed_gastrulation,21,8,8
52688,mixed_gastrulation,21,3,2
52689,mixed_gastrulation,21,0,6
52691,mixed_gastrulation,21,2,2
52692,mixed_gastrulation,21,2,2
52694,mixed_gastrulation,21,9,5
52695,mixed_gastrulation,21,7,0
52696,mixed_gastrulation,21,4,8
52697,mixed_gastrulation,21,14,5
52698,mixed_gastrulation,21,3,2
52699,mixed_gastrulation,21,3,2
52700,mixed_gastrulation,21,1,5
52701,mixed_gastrulation,21,1,5
52702,mixed_gastrulation,21,9,5
52704,mixed_gastrulation,21,12,6
52705,mixed_gastrulation,21,0,6
52706,mixed_gastrulation,21,0,6
52707,mixed_gastrulation,21,6,4
52708,mixed_gastrulation,21,11,1
52709,mixed_gastrulation,21,1,5
52710,mixed_gastrulation,21,6,4
52711,mixed_gastrulation,21,9,5
52712,mixed_gastrulation,21,0,6
52713,mixed_gastrulation,21,2,2
52714,mixed_gastrulation,21,12,6
52715,mixed_gastrulation,21,10,5
52716,mixed_gastrulation,21,2,2
52717,mixed_gastrulation,21,14,9
52719,mixed_gastrulation,21,0,6
52720,mixed_gastrulation,21,7,3
52721,mixed_gastrulation,21,1,5
52722,mixed_gastrulation,21,4,8
52723,mixed_gastrulation,21,8,8
52724,mixed_gastrulation,21,6,4
52725,mixed_gastrulation,21,9,5
52726,mixed_gastrulation,21,14,9
52727,mixed_gastrulation,21,7,0
52729,mixed_gastrulation,21,8,8
52730,mixed_gastrulation,21,10,5
52731,mixed_gastrulation,21,2,2
52732,mixed_gastrulation,21,4,2
52733,mixed_gastrulation,21,1,5
52734,mixed_gastrulation,21,5,7
52735,mixed_gastrulation,21,1,5
52736,mixed_gastrulation,21,1,5
52738,mixed_gastrulation,21,0,6
52739,mixed_gastrulation,21,12,6
52740,mixed_gastrulation,21,6,4
52741,mixed_gastrulation,21,1,5
52742,mixed_gastrulation,21,6,4
52743,mixed_gastrulation,21,1,5
52744,mixed_gastrulation,21,8,7
52745,mixed_gastrulation,21,8,8
52746,mixed_gastrulation,21,4,8
52747,mixed_gastrulation,21,0,6
52748,mixed_gastrulation,21,11,1
52749,mixed_gastrulation,21,7,4
52750,mixed_gastrulation,21,11,1
52752,mixed_gastrulation,21,2,2
52753,mixed_gastrulation,21,5,8
52754,mixed_gastrulation,21,8,8
52755,mixed_gastrulation,21,0,6
52756,mixed_gastrulation,21,1,5
52757,mixed_gastrulation,21,9,5
52758,mixed_gastrulation,21,2,2
52759,mixed_gastrulation,21,1,5
52760,mixed_gastrulation,21,4,8
52762,mixed_gastrulation,21,3,2
52766,mixed_gastrulation,21,3,2
52767,mixed_gastrulation,21,3,2
52768,mixed_gastrulation,21,0,6
52769,mixed_gastrulation,21,1,5
52770,mixed_gastrulation,21,7,0
52772,mixed_gastrulation,21,0,6
52773,mixed_gastrulation,21,6,4
52774,mixed_gastrulation,21,4,8
52775,mixed_gastrulation,21,4,8
52776,mixed_gastrulation,21,10,5
52777,mixed_gastrulation,21,10,5
52778,mixed_gastrulation,21,9,8
52779,mixed_gastrulation,21,1,5
52780,mixed_gastrulation,21,1,5
52781,mixed_gastrulation,21,9,5
52782,mixed_gastrulation,21,4,8
52783,mixed_gastrulation,21,7,0
52784,mixed_gastrulation,21,3,2
52785,mixed_gastrulation,21,5,7
52786,mixed_gastrulation,21,1,5
52787,mixed_gastrulation,21,4,8
52788,mixed_gastrulation,21,1,5
52789,mixed_gastrulation,21,0,6
52790,mixed_gastrulation,21,4,8
52791,mixed_gastrulation,21,0,6
52793,mixed_gastrulation,21,5,7
52794,mixed_gastrulation,21,12,6
52795,mixed_gastrulation,21,1,5
52796,mixed_gastrulation,21,1,5
52797,mixed_gastrulation,21,5,7
52798,mixed_gastrulation,21,3,2
52799,mixed_gastrulation,21,14,1
52800,mixed_gastrulation,21,1,5
52801,mixed_gastrulation,21,3,2
52802,mixed_gastrulation,21,4,8
52803,mixed_gastrulation,21,2,2
52805,mixed_gastrulation,21,2,2
52806,mixed_gastrulation,21,4,8
52807,mixed_gastrulation,21,1,2
52808,mixed_gastrulation,21,7,3
52809,mixed_gastrulation,21,2,2
52810,mixed_gastrulation,21,8,8
52812,mixed_gastrulation,21,5,7
52813,mixed_gastrulation,21,11,1
52814,mixed_gastrulation,21,12,6
52816,mixed_gastrulation,21,13,5
52817,mixed_gastrulation,21,2,2
52818,mixed_gastrulation,21,11,1
52819,mixed_gastrulation,21,6,4
52821,mixed_gastrulation,21,1,5
52822,mixed_gastrulation,21,0,6
52823,mixed_gastrulation,21,5,7
52825,mixed_gastrulation,21,0,6
52826,mixed_gastrulation,21,9,5
52829,mixed_gastrulation,21,0,6
52830,mixed_gastrulation,21,3,2
52832,mixed_gastrulation,21,8,8
52833,mixed_gastrulation,21,2,2
52834,mixed_gastrulation,21,2,2
52835,mixed_gastrulation,21,11,1
52836,mixed_gastrulation,21,2,2
52837,mixed_gastrulation,21,0,6
52838,mixed_gastrulation,21,2,2
52839,mixed_gastrulation,21,6,4
52840,mixed_gastrulation,21,8,7
52841,mixed_gastrulation,21,3,2
52842,mixed_gastrulation,21,12,6
52843,mixed_gastrulation,21,0,6
52844,mixed_gastrulation,21,7,3
52845,mixed_gastrulation,21,5,7
52846,mixed_gastrulation,21,0,6
52847,mixed_gastrulation,21,1,5
52848,mixed_gastrulation,21,9,5
52849,mixed_gastrulation,21,4,2
52850,mixed_gastrulation,21,4,8
52851,mixed_gastrulation,21,10,5
52853,mixed_gastrulation,21,2,2
52854,mixed_gastrulation,21,1,2
52855,mixed_gastrulation,21,13,5
52856,mixed_gastrulation,21,2,2
52858,mixed_gastrulation,21,1,5
52859,mixed_gastrulation,21,2,2
52860,mixed_gastrulation,21,8,8
52861,mixed_gastrulation,21,7,7
52862,mixed_gastrulation,21,7,3
52863,mixed_gastrulation,21,8,8
52864,mixed_gastrulation,21,4,8
52865,mixed_gastrulation,21,3,2
52866,mixed_gastrulation,21,8,8
52869,mixed_gastrulation,21,6,4
52870,mixed_gastrulation,21,7,3
52871,mixed_gastrulation,21,1,5
52872,mixed_gastrulation,21,7,3
52873,mixed_gastrulation,21,8,8
52874,mixed_gastrulation,21,1,5
52876,mixed_gastrulation,21,7,0
52877,mixed_gastrulation,21,0,6
52878,mixed_gastrulation,21,0,6
52879,mixed_gastrulation,21,0,6
52880,mixed_gastrulation,21,11,1
52881,mixed_gastrulation,21,9,5
52882,mixed_gastrulation,21,5,7
52883,mixed_gastrulation,21,0,6
52884,mixed_gastrulation,21,0,6
52885,mixed_gastrulation,21,0,6
52886,mixed_gastrulation,21,1,5
52887,mixed_gastrulation,21,4,8
52888,mixed_gastrulation,21,0,6
52890,mixed_gastrulation,21,8,8
52892,mixed_gastrulation,21,2,2
52893,mixed_gastrulation,21,1,5
52894,mixed_gastrulation,21,5,7
52895,mixed_gastrulation,21,3,2
52896,mixed_gastrulation,21,1,5
52897,mixed_gastrulation,21,10,5
52898,mixed_gastrulation,21,7,3
52899,mixed_gastrulation,21,2,2
52900,mixed_gastrulation,21,8,8
52901,mixed_gastrulation,21,0,6
52902,mixed_gastrulation,21,0,6
52903,mixed_gastrulation,21,6,4
52904,mixed_gastrulation,21,13,5
52905,mixed_gastrulation,21,7,0
52906,mixed_gastrulation,21,1,5
52909,mixed_gastrulation,21,0,6
52910,mixed_gastrulation,21,14,9
52911,mixed_gastrulation,21,6,4
52912,mixed_gastrulation,21,0,6
52913,mixed_gastrulation,21,5,7
52914,mixed_gastrulation,21,1,5
52915,mixed_gastrulation,21,3,2
52917,mixed_gastrulation,21,0,6
52918,mixed_gastrulation,21,6,7
52919,mixed_gastrulation,21,4,8
52920,mixed_gastrulation,21,10,5
52921,mixed_gastrulation,21,2,2
52922,mixed_gastrulation,21,6,4
52924,mixed_gastrulation,21,1,5
52925,mixed_gastrulation,21,8,8
52926,mixed_gastrulation,21,4,8
52927,mixed_gastrulation,21,11,1
52928,mixed_gastrulation,21,6,4
52929,mixed_gastrulation,21,1,2
52930,mixed_gastrulation,21,4,8
52932,mixed_gastrulation,21,4,8
52933,mixed_gastrulation,21,0,6
52934,mixed_gastrulation,21,4,8
52935,mixed_gastrulation,21,3,2
52936,mixed_gastrulation,21,2,2
52937,mixed_gastrulation,21,3,2
52938,mixed_gastrulation,21,2,2
52941,mixed_gastrulation,21,1,5
52942,mixed_gastrulation,21,2,2
52943,mixed_gastrulation,21,4,8
52944,mixed_gastrulation,21,6,4
52945,mixed_gastrulation,21,9,5
52946,mixed_gastrulation,21,11,1
52947,mixed_gastrulation,21,1,5
52948,mixed_gastrulation,21,8,8
52949,mixed_gastrulation,21,3,2
52950,mixed_gastrulation,21,4,7
52951,mixed_gastrulation,21,1,5
52952,mixed_gastrulation,21,0,6
52955,mixed_gastrulation,21,7,3
52956,mixed_gastrulation,21,0,6
52957,mixed_gastrulation,21,8,8
52959,mixed_gastrulation,21,0,6
52960,mixed_gastrulation,21,1,5
52961,mixed_gastrulation,21,1,5
52962,mixed_gastrulation,21,4,8
52963,mixed_gastrulation,21,5,7
52964,mixed_gastrulation,21,6,4
52965,mixed_gastrulation,21,5,7
52966,mixed_gastrulation,21,9,5
52967,mixed_gastrulation,21,2,2
52968,mixed_gastrulation,21,9,5
52969,mixed_gastrulation,21,12,6
52970,mixed_gastrulation,21,13,5
52971,mixed_gastrulation,21,13,5
52973,mixed_gastrulation,21,11,1
52974,mixed_gastrulation,21,6,4
52975,mixed_gastrulation,21,3,2
52976,mixed_gastrulation,21,11,1
52977,mixed_gastrulation,21,5,7
52978,mixed_gastrulation,21,11,1
52979,mixed_gastrulation,21,2,2
52980,mixed_gastrulation,21,1,5
52982,mixed_gastrulation,21,5,7
52983,mixed_gastrulation,21,2,2
52984,mixed_gastrulation,21,9,5
52985,mixed_gastrulation,21,8,7
52986,mixed_gastrulation,21,13,5
52987,mixed_gastrulation,21,10,5
52988,mixed_gastrulation,21,4,8
52989,mixed_gastrulation,21,8,7
52990,mixed_gastrulation,21,0,6
52991,mixed_gastrulation,21,0,6
52992,mixed_gastrulation,21,4,8
52993,mixed_gastrulation,21,8,8
52994,mixed_gastrulation,21,2,2
52995,mixed_gastrulation,21,1,5
52996,mixed_gastrulation,21,3,2
52997,mixed_gastrulation,21,4,8
52998,mixed_gastrulation,21,6,4
52999,mixed_gastrulation,21,5,7
53000,mixed_gastrulation,21,12,6
53001,mixed_gastrulation,21,3,2
53002,mixed_gastrulation,21,0,6
53003,mixed_gastrulation,21,0,6
53004,mixed_gastrulation,21,6,4
53005,mixed_gastrulation,21,3,2
53006,mixed_gastrulation,21,4,8
53007,mixed_gastrulation,21,7,3
53009,mixed_gastrulation,21,9,5
53010,mixed_gastrulation,21,10,5
53011,mixed_gastrulation,21,6,7
53012,mixed_gastrulation,21,1,5
53014,mixed_gastrulation,21,9,5
53015,mixed_gastrulation,21,7,0
53016,mixed_gastrulation,21,6,4
53017,mixed_gastrulation,21,1,2
53018,mixed_gastrulation,21,11,1
53019,mixed_gastrulation,21,8,7
53020,mixed_gastrulation,21,3,2
53021,mixed_gastrulation,21,12,6
53022,mixed_gastrulation,21,0,6
53024,mixed_gastrulation,21,0,6
53025,mixed_gastrulation,21,13,5
53026,mixed_gastrulation,21,3,2
53027,mixed_gastrulation,21,1,5
53029,mixed_gastrulation,21,11,1
53032,mixed_gastrulation,21,3,2
53033,mixed_gastrulation,21,5,7
53034,mixed_gastrulation,21,1,5
53035,mixed_gastrulation,21,2,2
53036,mixed_gastrulation,21,14,1
53037,mixed_gastrulation,21,9,5
53038,mixed_gastrulation,21,6,4
53039,mixed_gastrulation,21,0,6
53040,mixed_gastrulation,21,7,3
53041,mixed_gastrulation,21,1,5
53044,mixed_gastrulation,21,1,2
53045,mixed_gastrulation,21,7,0
53047,mixed_gastrulation,21,8,8
53048,mixed_gastrulation,21,2,2
53049,mixed_gastrulation,21,13,5
53050,mixed_gastrulation,21,6,4
53052,mixed_gastrulation,21,7,0
53053,mixed_gastrulation,21,5,7
53055,mixed_gastrulation,21,3,2
53056,mixed_gastrulation,21,5,7
53057,mixed_gastrulation,21,9,5
53058,mixed_gastrulation,21,12,6
53059,mixed_gastrulation,21,0,6
53060,mixed_gastrulation,21,0,6
53061,mixed_gastrulation,21,0,6
53062,mixed_gastrulation,21,1,5
53063,mixed_gastrulation,21,5,7
53064,mixed_gastrulation,21,0,6
53065,mixed_gastrulation,21,2,5
53066,mixed_gastrulation,21,13,5
53067,mixed_gastrulation,21,0,6
53068,mixed_gastrulation,21,2,2
53069,mixed_gastrulation,21,3,2
53070,mixed_gastrulation,21,7,0
53071,mixed_gastrulation,21,5,7
53072,mixed_gastrulation,21,7,0
53073,mixed_gastrulation,21,8,8
53074,mixed_gastrulation,21,1,5
53076,mixed_gastrulation,21,1,5
53077,mixed_gastrulation,21,5,8
53078,mixed_gastrulation,21,1,2
53079,mixed_gastrulation,21,8,8
53080,mixed_gastrulation,21,0,6
53082,mixed_gastrulation,21,10,5
53083,mixed_gastrulation,21,1,2
53084,mixed_gastrulation,21,8,8
53085,mixed_gastrulation,21,3,2
53086,mixed_gastrulation,21,6,4
53087,mixed_gastrulation,21,13,5
53088,mixed_gastrulation,21,8,8
53089,mixed_gastrulation,21,8,8
53090,mixed_gastrulation,21,2,2
53091,mixed_gastrulation,21,6,4
53092,mixed_gastrulation,21,3,2
53093,mixed_gastrulation,21,12,6
53094,mixed_gastrulation,21,10,5
53095,mixed_gastrulation,21,1,5
53096,mixed_gastrulation,21,0,6
53097,mixed_gastrulation,21,1,5
53098,mixed_gastrulation,21,12,6
53099,mixed_gastrulation,21,0,6
53100,mixed_gastrulation,21,7,0
53101,mixed_gastrulation,21,0,6
53102,mixed_gastrulation,21,5,7
53104,mixed_gastrulation,21,5,7
53106,mixed_gastrulation,21,12,6
53107,mixed_gastrulation,21,7,3
53108,mixed_gastrulation,21,0,6
53109,mixed_gastrulation,21,2,2
53110,mixed_gastrulation,21,3,2
53111,mixed_gastrulation,21,0,6
53112,mixed_gastrulation,21,1,5
53113,mixed_gastrulation,21,8,8
53114,mixed_gastrulation,21,6,4
53115,mixed_gastrulation,21,0,6
53116,mixed_gastrulation,21,0,6
53118,mixed_gastrulation,21,4,8
53119,mixed_gastrulation,21,0,6
53120,mixed_gastrulation,21,9,5
53121,mixed_gastrulation,21,1,5
53122,mixed_gastrulation,21,8,8
53124,mixed_gastrulation,21,11,1
53125,mixed_gastrulation,21,7,0
53126,mixed_gastrulation,21,10,5
53127,mixed_gastrulation,21,0,6
53128,mixed_gastrulation,21,2,2
53129,mixed_gastrulation,21,4,8
53130,mixed_gastrulation,21,0,6
53131,mixed_gastrulation,21,11,1
53132,mixed_gastrulation,21,6,4
53133,mixed_gastrulation,21,12,6
53134,mixed_gastrulation,21,8,8
53135,mixed_gastrulation,21,10,5
53136,mixed_gastrulation,21,12,6
53138,mixed_gastrulation,21,1,5
53139,mixed_gastrulation,21,8,7
53140,mixed_gastrulation,21,0,6
53141,mixed_gastrulation,21,4,8
53143,mixed_gastrulation,21,2,2
53144,mixed_gastrulation,21,5,7
53145,mixed_gastrulation,21,0,6
53146,mixed_gastrulation,21,6,4
53147,mixed_gastrulation,21,1,5
53148,mixed_gastrulation,21,10,5
53149,mixed_gastrulation,21,11,1
53150,mixed_gastrulation,21,4,8
53151,mixed_gastrulation,21,12,6
53152,mixed_gastrulation,21,1,5
53153,mixed_gastrulation,21,3,2
53154,mixed_gastrulation,21,6,4
53155,mixed_gastrulation,21,10,5
53157,mixed_gastrulation,21,3,2
53158,mixed_gastrulation,21,13,5
53159,mixed_gastrulation,21,5,7
53160,mixed_gastrulation,21,8,8
53161,mixed_gastrulation,21,0,6
53162,mixed_gastrulation,21,14,1
53163,mixed_gastrulation,21,2,2
53164,mixed_gastrulation,21,3,2
53165,mixed_gastrulation,21,8,8
53166,mixed_gastrulation,21,9,5
53167,mixed_gastrulation,21,7,0
53168,mixed_gastrulation,21,6,4
53169,mixed_gastrulation,21,4,8
53170,mixed_gastrulation,21,0,6
53171,mixed_gastrulation,21,1,5
53172,mixed_gastrulation,21,8,8
53174,mixed_gastrulation,21,1,5
53176,mixed_gastrulation,21,13,5
53177,mixed_gastrulation,21,9,5
53178,mixed_gastrulation,21,1,5
53179,mixed_gastrulation,21,13,5
53180,mixed_gastrulation,21,0,6
53181,mixed_gastrulation,21,10,5
53182,mixed_gastrulation,21,8,8
53183,mixed_gastrulation,21,0,6
53184,mixed_gastrulation,21,13,5
53186,mixed_gastrulation,21,2,2
53187,mixed_gastrulation,21,13,5
53188,mixed_gastrulation,21,7,0
53189,mixed_gastrulation,21,3,2
53190,mixed_gastrulation,21,9,5
53191,mixed_gastrulation,21,2,2
53192,mixed_gastrulation,21,1,2
53193,mixed_gastrulation,21,6,4
53194,mixed_gastrulation,21,4,8
53196,mixed_gastrulation,21,5,7
53197,mixed_gastrulation,21,6,4
53198,mixed_gastrulation,21,1,5
53200,mixed_gastrulation,21,7,3
53201,mixed_gastrulation,21,0,6
53202,mixed_gastrulation,21,0,6
53203,mixed_gastrulation,21,7,4
53205,mixed_gastrulation,21,13,5
53206,mixed_gastrulation,21,9,5
53207,mixed_gastrulation,21,4,8
53208,mixed_gastrulation,21,10,8
53209,mixed_gastrulation,21,7,3
53210,mixed_gastrulation,21,0,6
53211,mixed_gastrulation,21,1,5
53212,mixed_gastrulation,21,11,1
53213,mixed_gastrulation,21,3,2
53215,mixed_gastrulation,21,1,5
53216,mixed_gastrulation,21,0,6
53217,mixed_gastrulation,21,5,7
53218,mixed_gastrulation,21,10,2
53219,mixed_gastrulation,21,9,5
53220,mixed_gastrulation,21,11,1
53222,mixed_gastrulation,21,5,7
53223,mixed_gastrulation,21,0,6
53224,mixed_gastrulation,21,7,3
53225,mixed_gastrulation,21,8,7
53226,mixed_gastrulation,21,3,2
53228,mixed_gastrulation,21,5,7
53229,mixed_gastrulation,21,8,8
53230,mixed_gastrulation,21,1,5
53231,mixed_gastrulation,21,0,6
53232,mixed_gastrulation,21,1,5
53233,mixed_gastrulation,21,0,6
53234,mixed_gastrulation,21,2,2
53235,mixed_gastrulation,21,1,5
53237,mixed_gastrulation,21,1,5
53238,mixed_gastrulation,21,6,7
53239,mixed_gastrulation,21,5,7
53241,mixed_gastrulation,21,0,6
53242,mixed_gastrulation,21,5,7
53245,mixed_gastrulation,21,1,5
53246,mixed_gastrulation,21,3,2
53248,mixed_gastrulation,21,13,5
53249,mixed_gastrulation,21,5,7
53250,mixed_gastrulation,21,6,7
53251,mixed_gastrulation,21,9,5
53252,mixed_gastrulation,21,3,2
53253,mixed_gastrulation,21,0,6
53254,mixed_gastrulation,21,5,7
53255,mixed_gastrulation,21,5,7
53256,mixed_gastrulation,21,3,2
53257,mixed_gastrulation,21,7,0
53258,mixed_gastrulation,21,2,2
53259,mixed_gastrulation,21,1,5
53260,mixed_gastrulation,21,8,8
53261,mixed_gastrulation,21,3,2
53262,mixed_gastrulation,21,1,5
53263,mixed_gastrulation,21,7,3
53264,mixed_gastrulation,21,9,5
53265,mixed_gastrulation,21,4,8
53266,mixed_gastrulation,21,10,5
53267,mixed_gastrulation,21,10,5
53269,mixed_gastrulation,21,0,6
53270,mixed_gastrulation,21,5,7
53271,mixed_gastrulation,21,11,1
53272,mixed_gastrulation,21,10,5
53273,mixed_gastrulation,21,10,5
53274,mixed_gastrulation,21,9,5
53275,mixed_gastrulation,21,0,6
53276,mixed_gastrulation,21,1,5
53277,mixed_gastrulation,21,1,5
53278,mixed_gastrulation,21,2,2
53279,mixed_gastrulation,21,3,2
53280,mixed_gastrulation,21,0,6
53281,mixed_gastrulation,21,3,2
53282,mixed_gastrulation,21,7,3
53283,mixed_gastrulation,21,11,1
53284,mixed_gastrulation,21,13,5
53285,mixed_gastrulation,21,0,6
53286,mixed_gastrulation,21,7,0
53287,mixed_gastrulation,21,4,8
53288,mixed_gastrulation,21,14,9
53289,mixed_gastrulation,21,4,8
53290,mixed_gastrulation,21,10,8
53292,mixed_gastrulation,21,8,8
53293,mixed_gastrulation,21,0,6
53294,mixed_gastrulation,21,4,8
53295,mixed_gastrulation,21,6,4
53296,mixed_gastrulation,21,4,8
53297,mixed_gastrulation,21,0,6
53298,mixed_gastrulation,21,13,5
53299,mixed_gastrulation,21,10,5
53300,mixed_gastrulation,21,11,1
53302,mixed_gastrulation,21,0,6
53303,mixed_gastrulation,21,9,5
53304,mixed_gastrulation,21,5,7
53305,mixed_gastrulation,21,7,3
53306,mixed_gastrulation,21,3,2
53307,mixed_gastrulation,21,3,2
53309,mixed_gastrulation,21,0,6
53310,mixed_gastrulation,21,10,5
53311,mixed_gastrulation,21,7,0
53312,mixed_gastrulation,21,13,5
53313,mixed_gastrulation,21,1,5
53315,mixed_gastrulation,21,2,2
53316,mixed_gastrulation,21,4,8
53317,mixed_gastrulation,21,7,0
53318,mixed_gastrulation,21,1,2
53319,mixed_gastrulation,21,0,6
53320,mixed_gastrulation,21,11,1
53321,mixed_gastrulation,21,7,3
53322,mixed_gastrulation,21,0,6
53323,mixed_gastrulation,21,11,1
53324,mixed_gastrulation,21,5,7
53325,mixed_gastrulation,21,1,5
53326,mixed_gastrulation,21,6,4
53327,mixed_gastrulation,21,6,4
53328,mixed_gastrulation,21,11,1
53331,mixed_gastrulation,21,0,6
53332,mixed_gastrulation,21,13,5
53333,mixed_gastrulation,21,6,7
53334,mixed_gastrulation,21,7,3
53335,mixed_gastrulation,21,1,5
53336,mixed_gastrulation,21,12,6
53337,mixed_gastrulation,21,7,0
53338,mixed_gastrulation,21,2,2
53339,mixed_gastrulation,21,6,4
53340,mixed_gastrulation,21,7,0
53341,mixed_gastrulation,21,2,2
53342,mixed_gastrulation,21,9,5
53343,mixed_gastrulation,21,3,2
53344,mixed_gastrulation,21,13,5
53345,mixed_gastrulation,21,4,8
53347,mixed_gastrulation,21,10,5
53348,mixed_gastrulation,21,4,8
53349,mixed_gastrulation,21,4,8
53350,mixed_gastrulation,21,2,2
53351,mixed_gastrulation,21,0,6
53352,mixed_gastrulation,21,1,5
53353,mixed_gastrulation,21,0,6
53355,mixed_gastrulation,21,3,2
53356,mixed_gastrulation,21,7,0
53357,mixed_gastrulation,21,0,6
53358,mixed_gastrulation,21,0,6
53359,mixed_gastrulation,21,2,2
53360,mixed_gastrulation,21,3,2
53361,mixed_gastrulation,21,7,3
53362,mixed_gastrulation,21,10,8
53363,mixed_gastrulation,21,2,2
53364,mixed_gastrulation,21,5,8
53365,mixed_gastrulation,21,8,8
53366,mixed_gastrulation,21,7,3
53367,mixed_gastrulation,21,1,5
53368,mixed_gastrulation,21,1,5
53372,mixed_gastrulation,21,4,8
53373,mixed_gastrulation,21,6,4
53374,mixed_gastrulation,21,0,6
53376,mixed_gastrulation,21,9,5
53377,mixed_gastrulation,21,1,5
53379,mixed_gastrulation,21,0,6
53382,mixed_gastrulation,21,5,7
53384,mixed_gastrulation,21,6,4
53385,mixed_gastrulation,21,0,6
53386,mixed_gastrulation,21,0,6
53387,mixed_gastrulation,21,3,2
53388,mixed_gastrulation,21,5,7
53389,mixed_gastrulation,21,3,2
53390,mixed_gastrulation,21,11,1
53391,mixed_gastrulation,21,4,8
53392,mixed_gastrulation,21,1,5
53393,mixed_gastrulation,21,9,5
53394,mixed_gastrulation,21,2,2
53395,mixed_gastrulation,21,3,2
53396,mixed_gastrulation,21,1,5
53397,mixed_gastrulation,21,8,7
53398,mixed_gastrulation,21,5,7
53399,mixed_gastrulation,21,6,4
53401,mixed_gastrulation,21,0,6
53402,mixed_gastrulation,21,5,7
53403,mixed_gastrulation,21,8,8
53404,mixed_gastrulation,21,3,2
53406,mixed_gastrulation,21,3,2
53407,mixed_gastrulation,21,5,7
53408,mixed_gastrulation,21,11,1
53409,mixed_gastrulation,21,0,6
53410,mixed_gastrulation,21,4,8
53411,mixed_gastrulation,21,0,6
53412,mixed_gastrulation,21,7,3
53414,mixed_gastrulation,21,10,5
53415,mixed_gastrulation,21,6,7
53417,mixed_gastrulation,21,1,5
53418,mixed_gastrulation,21,4,8
53419,mixed_gastrulation,21,1,5
53421,mixed_gastrulation,21,5,7
53422,mixed_gastrulation,21,0,6
53423,mixed_gastrulation,21,3,2
53424,mixed_gastrulation,21,0,6
53426,mixed_gastrulation,21,5,7
53427,mixed_gastrulation,21,9,5
53428,mixed_gastrulation,21,0,6
53429,mixed_gastrulation,21,2,2
53430,mixed_gastrulation,21,9,5
53431,mixed_gastrulation,21,7,3
53432,mixed_gastrulation,21,5,7
53433,mixed_gastrulation,21,3,2
53434,mixed_gastrulation,21,1,5
53435,mixed_gastrulation,21,7,3
53436,mixed_gastrulation,21,14,1
53437,mixed_gastrulation,21,0,6
53438,mixed_gastrulation,21,10,5
53439,mixed_gastrulation,21,10,5
53440,mixed_gastrulation,21,4,8
53442,mixed_gastrulation,21,9,5
53443,mixed_gastrulation,21,2,2
53444,mixed_gastrulation,21,8,8
53445,mixed_gastrulation,21,0,6
53447,mixed_gastrulation,21,5,8
53448,mixed_gastrulation,21,2,2
53451,mixed_gastrulation,21,10,5
53452,mixed_gastrulation,21,1,5
53454,mixed_gastrulation,21,1,5
53455,mixed_gastrulation,21,1,5
53456,mixed_gastrulation,21,13,2
53457,mixed_gastrulation,21,3,2
53458,mixed_gastrulation,21,9,5
53459,mixed_gastrulation,21,14,9
53462,mixed_gastrulation,21,2,2
53463,mixed_gastrulation,21,2,2
53464,mixed_gastrulation,21,2,2
53465,mixed_gastrulation,21,14,9
53467,mixed_gastrulation,21,9,5
53469,mixed_gastrulation,21,1,5
53470,mixed_gastrulation,21,11,1
53471,mixed_gastrulation,21,10,5
53472,mixed_gastrulation,21,13,5
53474,mixed_gastrulation,21,4,7
53475,mixed_gastrulation,21,11,1
53476,mixed_gastrulation,21,2,2
53478,mixed_gastrulation,21,0,6
53479,mixed_gastrulation,21,7,0
53480,mixed_gastrulation,21,4,8
53481,mixed_gastrulation,21,7,3
53482,mixed_gastrulation,21,10,8
53483,mixed_gastrulation,21,1,5
53484,mixed_gastrulation,21,9,5
53485,mixed_gastrulation,21,10,5
53486,mixed_gastrulation,21,4,8
53488,mixed_gastrulation,21,5,7
53489,mixed_gastrulation,21,4,8
53490,mixed_gastrulation,21,1,5
53491,mixed_gastrulation,21,0,6
53492,mixed_gastrulation,21,10,5
53493,mixed_gastrulation,21,2,2
53494,mixed_gastrulation,21,4,7
53495,mixed_gastrulation,21,11,1
53497,mixed_gastrulation,21,1,5
53498,mixed_gastrulation,21,3,2
53499,mixed_gastrulation,21,0,6
53500,mixed_gastrulation,21,5,7
53502,mixed_gastrulation,21,6,4
53503,mixed_gastrulation,21,0,6
53504,mixed_gastrulation,21,4,7
53506,mixed_gastrulation,21,0,6
53507,mixed_gastrulation,21,5,7
53509,mixed_gastrulation,21,10,2
53510,mixed_gastrulation,21,10,5
53511,mixed_gastrulation,21,6,7
53512,mixed_gastrulation,21,1,5
53513,mixed_gastrulation,21,11,1
53514,mixed_gastrulation,21,10,5
